Date,Actual,Forecast
2024-06-27,5482.8701171875,4952.429209939326
2024-06-28,5460.47998046875,4953.945998461266
2024-07-01,5475.08984375,4955.451307044294
2024-07-02,5509.009765625,4956.966284008015
2024-07-03,5537.02001953125,4958.474413530455
2024-07-05,5567.18994140625,4959.98602448002
2024-07-08,5572.85009765625,4961.49758386588
2024-07-09,5576.97998046875,4963.006137184143
2024-07-10,5633.91015625,4964.520040595857
2024-07-11,5584.5400390625,4966.027177914033
2024-07-12,5615.35009765625,4967.541494637457
2024-07-15,5631.22021484375,4969.049162328148
2024-07-16,5667.2001953125,4970.562175527294
2024-07-17,5588.27001953125,4972.0716714782175
2024-07-18,5544.58984375,4973.582618307796
2024-07-19,5505.0,4975.094133972257
2024-07-22,5564.41015625,4976.603355233439
2024-07-23,5555.740234375,4978.116118950447
2024-07-24,5427.1298828125,4979.624673069058
2024-07-25,5399.22021484375,4981.137503704398
2024-07-26,5459.10009765625,4982.646533230384
2024-07-29,5463.5400390625,4984.158465476747
2024-07-30,5436.43994140625,4985.668657296093
2024-07-31,5522.2998046875,4987.179337869693
2024-08-01,5446.68017578125,4988.690704304842
2024-08-02,5346.56005859375,4990.200425741328
2024-08-05,5186.330078125,4991.712439649571
2024-08-06,5240.02978515625,4993.221871857578
2024-08-07,5199.5,4994.733820123744
2024-08-08,5319.31005859375,4996.243625453088
2024-08-09,5344.16015625,4997.7549737393165
2024-08-12,5344.39013671875,4999.265505810544
2024-08-13,5434.43017578125,5000.776105494489
2024-08-14,5455.2099609375,5002.287311974302
2024-08-15,5543.22021484375,5003.7973876117
2024-08-16,5554.25,5005.308918825585
2024-08-19,5608.25,5006.818887655898
2024-08-20,5597.1201171875,5008.330318450422
2024-08-21,5620.85009765625,5009.840559486046
2024-08-22,5570.64013671875,5011.351599305132
2024-08-23,5634.60986328125,5012.862288067212
2024-08-26,5616.83984375,5014.372885679393
2024-08-27,5625.7998046875,5015.883956423809
2024-08-28,5592.18017578125,5017.394273410087
2024-08-29,5591.9599609375,5018.905499511766
2024-08-30,5648.39990234375,5020.415792012045
2024-09-03,5528.93017578125,5021.926923114719
2024-09-04,5520.06982421875,5023.437405023828
2024-09-05,5503.41015625,5024.948286424002
2024-09-06,5408.419921875,5026.459040437836
2024-09-09,5471.0498046875,5027.969663841243
2024-09-10,5495.52001953125,5029.480631029418
2024-09-11,5554.1298828125,5030.991107797563
2024-09-12,5595.759765625,5032.502144086132
2024-09-13,5626.02001953125,5034.012629371908
2024-09-16,5633.08984375,5035.523589159867
2024-09-17,5634.580078125,5037.034201854165
2024-09-18,5618.259765625,5038.545004883468
2024-09-19,5713.64013671875,5040.055780837587
2024-09-20,5702.5498046875,5041.566435245394
2024-09-23,5718.56982421875,5043.077328208221
2024-09-24,5732.93017578125,5044.587908366115
2024-09-25,5722.259765625,5046.098828253232
2024-09-26,5745.3701171875,5047.609426955246
2024-09-27,5738.169921875,5049.120290169509
2024-09-30,5762.47998046875,5050.63097237437
2024-10-01,5708.75,5052.1417386631565
2024-10-02,5709.5400390625,5053.652517610032
2024-10-03,5699.93994140625,5055.163199421197
2024-10-04,5751.06982421875,5056.674041368312
2024-10-07,5695.93994140625,5058.18468716588
2024-10-08,5751.1298828125,5059.695536614633
2024-10-09,5792.0400390625,5061.206201212954
2024-10-10,5780.0498046875,5062.717010814275
2024-10-11,5815.02978515625,5064.227728998595
2024-10-14,5859.85009765625,5065.7384794951095
2024-10-15,5815.259765625,5067.249254300474
2024-10-16,5842.47021484375,5068.759957468048
2024-10-17,5841.47021484375,5070.270765415921
2024-10-18,5864.669921875,5071.781452206835
2024-10-21,5853.97998046875,5073.292259568082
2024-10-22,5851.2001953125,5074.802961962657
2024-10-23,5797.419921875,5076.313742313016
2024-10-24,5809.85986328125,5077.824478487549
2024-10-25,5808.1201171875,5079.335223261675
2024-10-28,5823.52001953125,5080.845992160263
2024-10-29,5832.919921875,5082.356710840972
2024-10-30,5813.669921875,5083.867496670458
2024-10-31,5705.4501953125,5085.378208689014
2024-11-01,5728.7998046875,5086.888991212302
2024-11-04,5712.68994140625,5088.399714991267
2024-11-05,5782.759765625,5089.910479704419
2024-11-06,5929.0400390625,5091.421224447492
2024-11-07,5973.10009765625,5092.931968013128
2024-11-08,5995.5400390625,5094.4427314215945
2024-11-11,6001.35009765625,5095.953460864715
2024-11-12,5983.990234375,5097.464232587838
2024-11-13,5985.3798828125,5098.974959922989
2024-11-14,5949.169921875,5100.48572796898
2024-11-15,5870.6201171875,5101.996463667684
2024-11-18,5893.6201171875,5103.507220227289
2024-11-19,5916.97998046875,5105.01796875363
2024-11-20,5917.10986328125,5106.528712897004
2024-11-21,5948.7099609375,5108.03947192048
2024-11-22,5969.33984375,5109.55020858699
2024-11-25,5987.3701171875,5111.060971465258
2024-11-26,6021.6298828125,5112.5717079813285
2024-11-27,5998.740234375,5114.082467695856
2024-11-29,6032.3798828125,5115.593209928196
2024-12-02,6047.14990234375,5117.103962370772
2024-12-03,6049.8798828125,5118.614712349356
2024-12-04,6086.490234375,5120.125457592717
2024-12-05,6075.10986328125,5121.6362133833545
2024-12-06,6090.27001953125,5123.146954775685
2024-12-09,6052.85009765625,5124.657712191128
2024-12-10,6034.91015625,5126.16845414233
2024-12-11,6084.18994140625,5127.679209126226
2024-12-12,6051.25,5129.189954870737
2024-12-13,6051.08984375,5130.700705324404
2024-12-16,6074.080078125,5132.211455688028
2024-12-17,6050.60986328125,5133.722202021303
2024-12-18,5872.16015625,5135.232955546253
2024-12-19,5867.080078125,5136.743699966823
2024-12-20,5930.85009765625,5138.25445405446
2024-12-23,5974.06982421875,5139.765199183693
2024-12-24,6040.0400390625,5141.275951520328
2024-12-26,6037.58984375,5142.786699108793
2024-12-27,5970.83984375,5144.297448663777
2024-12-30,5906.93994140625,5145.808198972765
