Date,AAPL,AMZN,BRK-B,GOOGL,JNJ,JPM,META,MSFT,TSLA,V
2022-12-15,136.5,88.44999694824219,301.9100036621094,90.86000061035156,177.49000549316406,130.10000610351562,116.1500015258789,249.00999450683594,157.6699981689453,207.91000366210938
2022-12-16,134.50999450683594,87.86000061035156,300.0,90.26000213623047,175.6699981689453,129.2899932861328,119.43000030517578,244.69000244140625,150.22999572753906,206.88999938964844
2022-12-19,132.3699951171875,84.91999816894531,300.0299987792969,88.44000244140625,175.47999572753906,130.05999755859375,114.4800033569336,240.4499969482422,149.8699951171875,204.82000732421875
2022-12-20,132.3000030517578,85.19000244140625,302.0,89.0199966430664,175.6699981689453,130.69000244140625,117.08999633789062,241.8000030517578,137.8000030517578,205.36000061035156
2022-12-21,135.4499969482422,86.7699966430664,307.82000732421875,89.58000183105469,177.67999267578125,132.16000366210938,119.76000213623047,244.42999267578125,137.57000732421875,206.80999755859375
2022-12-22,132.22999572753906,83.79000091552734,302.69000244140625,87.76000213623047,177.02999877929688,130.66000366210938,117.12000274658203,238.19000244140625,125.3499984741211,205.05999755859375
2022-12-23,131.86000061035156,85.25,306.489990234375,89.2300033569336,177.47999572753906,131.27999877929688,118.04000091552734,238.72999572753906,123.1500015258789,205.8300018310547
2022-12-27,130.02999877929688,83.04000091552734,305.54998779296875,87.38999938964844,177.42999267578125,131.74000549316406,116.87999725341797,236.9600067138672,109.0999984741211,206.2899932861328
2022-12-28,126.04000091552734,81.81999969482422,303.42999267578125,86.0199966430664,176.66000366210938,132.4600067138672,115.62000274658203,234.52999877929688,112.70999908447266,204.99000549316406
2022-12-29,129.61000061035156,84.18000030517578,309.05999755859375,88.44999694824219,177.55999755859375,133.22000122070312,120.26000213623047,241.00999450683594,121.81999969482422,208.05999755859375
2022-12-30,129.92999267578125,84.0,308.8999938964844,88.2300033569336,176.64999389648438,134.10000610351562,120.33999633789062,239.82000732421875,123.18000030517578,207.75999450683594
2023-01-03,125.06999969482422,85.81999969482422,309.9100036621094,89.12000274658203,178.19000244140625,135.1199951171875,124.73999786376953,239.5800018310547,108.0999984741211,207.38999938964844
2023-01-04,126.36000061035156,85.13999938964844,314.54998779296875,88.08000183105469,180.1300048828125,136.3800048828125,127.37000274658203,229.10000610351562,113.63999938964844,212.61000061035156
2023-01-05,125.0199966430664,83.12000274658203,312.8999938964844,86.19999694824219,178.8000030517578,135.35000610351562,126.94000244140625,222.30999755859375,110.33999633789062,211.11000061035156
2023-01-06,129.6199951171875,86.08000183105469,318.69000244140625,87.33999633789062,180.25,137.94000244140625,130.02000427246094,224.92999267578125,113.05999755859375,217.75
2023-01-09,130.14999389648438,87.36000061035156,315.5299987792969,88.0199966430664,175.5800018310547,137.3699951171875,129.47000122070312,227.1199951171875,119.7699966430664,218.60000610351562
2023-01-10,130.72999572753906,89.87000274658203,316.3500061035156,88.41999816894531,175.16000366210938,138.60000610351562,132.99000549316406,228.85000610351562,118.8499984741211,221.08999633789062
2023-01-11,133.49000549316406,95.08999633789062,320.3699951171875,91.5199966430664,174.8800048828125,139.6300048828125,132.88999938964844,235.77000427246094,123.22000122070312,222.10000610351562
2023-01-12,133.41000366210938,95.2699966430664,318.92999267578125,91.12999725341797,174.0,139.49000549316406,136.7100067138672,238.50999450683594,123.55999755859375,223.6199951171875
2023-01-13,134.75999450683594,98.12000274658203,317.6400146484375,92.12000274658203,173.42999267578125,143.00999450683594,136.97999572753906,239.22999572753906,122.4000015258789,223.05999755859375
2023-01-17,135.94000244140625,96.05000305175781,314.8599853515625,91.29000091552734,172.36000061035156,140.8000030517578,135.36000061035156,240.35000610351562,131.49000549316406,223.0
2023-01-18,135.2100067138672,95.45999908447266,308.29998779296875,91.12000274658203,169.75999450683594,136.57000732421875,133.02000427246094,235.80999755859375,128.77999877929688,219.4600067138672
2023-01-19,135.27000427246094,93.68000030517578,305.2300109863281,93.05000305175781,169.52999877929688,134.75,136.14999389648438,231.92999267578125,127.16999816894531,220.41000366210938
2023-01-20,137.8699951171875,97.25,309.8699951171875,98.0199966430664,168.74000549316406,135.0800018310547,139.3699951171875,240.22000122070312,133.4199981689453,224.30999755859375
2023-01-23,141.11000061035156,97.5199966430664,310.4200134277344,99.79000091552734,168.30999755859375,137.27000427246094,143.27000427246094,242.5800018310547,143.75,224.17999267578125
2023-01-24,142.52999877929688,96.31999969482422,311.29998779296875,97.69999694824219,168.30999755859375,138.4499969482422,143.13999938964844,242.0399932861328,143.88999938964844,223.88999938964844
2023-01-25,141.86000061035156,97.18000030517578,311.8999938964844,95.22000122070312,169.50999450683594,139.1199951171875,141.5,240.61000061035156,144.42999267578125,224.89999389648438
2023-01-26,143.9600067138672,99.22000122070312,310.95001220703125,97.5199966430664,168.88999938964844,139.97999572753906,147.3000030517578,248.0,160.27000427246094,224.7100067138672
2023-01-27,145.92999267578125,102.23999786376953,309.1700134277344,99.37000274658203,168.22999572753906,140.32000732421875,151.74000549316406,248.16000366210938,177.89999389648438,231.44000244140625
2023-01-30,143.0,100.55000305175781,307.3299865722656,96.94000244140625,162.0,139.1300048828125,147.05999755859375,242.7100067138672,166.66000366210938,229.10000610351562
2023-01-31,144.2899932861328,103.12999725341797,311.5199890136719,98.83999633789062,163.4199981689453,139.9600067138672,148.97000122070312,247.80999755859375,173.22000122070312,230.2100067138672
2023-02-01,145.42999267578125,105.1500015258789,310.57000732421875,100.43000030517578,164.9199981689453,139.58999633789062,153.1199951171875,252.75,181.41000366210938,230.89999389648438
2023-02-02,150.82000732421875,112.91000366210938,311.8599853515625,107.73999786376953,165.5399932861328,138.94000244140625,188.77000427246094,264.6000061035156,188.27000427246094,229.55999755859375
2023-02-03,154.5,103.38999938964844,308.510009765625,104.77999877929688,164.61000061035156,141.08999633789062,186.52999877929688,258.3500061035156,189.97999572753906,230.1300048828125
2023-02-06,151.72999572753906,102.18000030517578,308.42999267578125,102.9000015258789,163.36000061035156,141.9199981689453,186.05999755859375,256.7699890136719,194.75999450683594,229.44000244140625
2023-02-07,154.64999389648438,102.11000061035156,312.9700012207031,107.63999938964844,163.39999389648438,143.64999389648438,191.6199951171875,267.55999755859375,196.80999755859375,231.32000732421875
2023-02-08,151.9199981689453,100.05000305175781,308.4800109863281,99.37000274658203,163.61000061035156,142.63999938964844,183.42999267578125,266.7300109863281,201.2899932861328,230.1999969482422
2023-02-09,150.8699951171875,98.23999786376953,307.2099914550781,95.01000213623047,161.39999389648438,140.4199981689453,177.9199981689453,263.6199951171875,207.32000732421875,229.35000610351562
2023-02-10,151.00999450683594,97.61000061035156,309.8900146484375,94.56999969482422,162.14999389648438,141.0399932861328,174.14999389648438,263.1000061035156,196.88999938964844,227.1999969482422
2023-02-13,153.85000610351562,99.54000091552734,313.739990234375,94.61000061035156,162.75,142.57000732421875,179.42999267578125,271.32000732421875,194.63999938964844,228.8800048828125
2023-02-14,153.1999969482422,99.69999694824219,310.7900085449219,94.68000030517578,162.0399932861328,143.1999969482422,179.47999572753906,272.1700134277344,209.25,229.38999938964844
2023-02-15,155.3300018310547,101.16000366210938,309.6300048828125,96.94000244140625,159.3699951171875,143.8000030517578,177.16000366210938,269.32000732421875,214.24000549316406,228.9199981689453
2023-02-16,153.7100067138672,98.1500015258789,308.17999267578125,95.51000213623047,158.24000549316406,141.82000732421875,172.44000244140625,262.1499938964844,202.0399932861328,225.8300018310547
2023-02-17,152.5500030517578,97.19999694824219,308.239990234375,94.3499984741211,160.38999938964844,142.24000549316406,172.8800048828125,258.05999755859375,208.30999755859375,223.55999755859375
2023-02-21,148.47999572753906,94.58000183105469,302.7200012207031,91.79000091552734,158.0,139.6300048828125,172.0800018310547,252.6699981689453,197.3699951171875,220.6199951171875
2023-02-22,148.91000366210938,95.79000091552734,303.1600036621094,91.6500015258789,157.77999877929688,138.55999755859375,171.1199951171875,251.50999450683594,200.86000061035156,220.02000427246094
2023-02-23,149.39999389648438,95.81999969482422,303.07000732421875,90.88999938964844,157.72999572753906,139.6699981689453,172.0399932861328,254.77000427246094,202.07000732421875,221.1300048828125
2023-02-24,146.7100067138672,93.5,304.0199890136719,89.12999725341797,155.97000122070312,140.92999267578125,170.38999938964844,249.22000122070312,196.8800048828125,219.5500030517578
2023-02-27,147.9199981689453,93.76000213623047,304.6600036621094,89.87000274658203,155.6300048828125,142.16000366210938,169.5399932861328,250.16000366210938,207.6300048828125,220.35000610351562
2023-02-28,147.41000366210938,94.2300033569336,305.17999267578125,90.05999755859375,153.25999450683594,143.35000610351562,174.94000244140625,249.4199981689453,205.7100067138672,219.94000244140625
2023-03-01,145.30999755859375,92.16999816894531,304.6199951171875,90.36000061035156,152.57000732421875,142.5500030517578,173.4199981689453,246.27000427246094,202.77000427246094,218.36000061035156
2023-03-02,145.91000366210938,92.12999725341797,307.75,92.0,152.4499969482422,141.07000732421875,174.52999877929688,251.11000061035156,190.89999389648438,219.05999755859375
2023-03-03,151.02999877929688,94.9000015258789,312.45001220703125,93.6500015258789,154.02000427246094,143.66000366210938,185.25,255.2899932861328,197.7899932861328,223.77000427246094
2023-03-06,153.8300018310547,93.75,316.9700012207031,95.12999725341797,155.55999755859375,142.82000732421875,184.89999389648438,256.8699951171875,193.80999755859375,226.75
2023-03-07,151.60000610351562,93.55000305175781,311.1199951171875,93.86000061035156,154.08999633789062,138.6199951171875,184.50999450683594,254.14999389648438,187.7100067138672,223.1699981689453
2023-03-08,152.8699951171875,93.91999816894531,311.3699951171875,94.25,152.9600067138672,137.8000030517578,184.97000122070312,253.6999969482422,182.0,222.19000244140625
2023-03-09,150.58999633789062,92.25,304.82000732421875,92.31999969482422,151.24000549316406,130.33999633789062,181.69000244140625,252.32000732421875,172.9199981689453,220.00999450683594
2023-03-10,148.5,90.7300033569336,303.6300048828125,90.62999725341797,151.61000061035156,133.64999389648438,179.50999450683594,248.58999633789062,173.44000244140625,216.13999938964844
2023-03-13,150.47000122070312,92.43000030517578,302.8800048828125,91.11000061035156,153.05999755859375,131.25,180.89999389648438,253.9199981689453,174.47999572753906,214.47000122070312
2023-03-14,152.58999633789062,94.87999725341797,305.3299865722656,93.97000122070312,153.9199981689453,134.6199951171875,194.02000427246094,260.7900085449219,183.25999450683594,218.66000366210938
2023-03-15,152.99000549316406,96.19999694824219,297.8800048828125,96.11000061035156,154.35000610351562,128.25999450683594,197.75,265.44000244140625,180.4499969482422,216.3699951171875
2023-03-16,155.85000610351562,100.04000091552734,302.010009765625,100.31999969482422,154.02999877929688,130.75,204.92999267578125,276.20001220703125,184.1300048828125,217.4499969482422
2023-03-17,155.0,98.94999694824219,293.510009765625,101.62000274658203,152.3800048828125,125.80999755859375,195.61000061035156,279.42999267578125,180.1300048828125,217.38999938964844
2023-03-20,157.39999389648438,97.70999908447266,301.05999755859375,101.22000122070312,153.88999938964844,127.13999938964844,197.80999755859375,272.2300109863281,183.25,218.14999389648438
2023-03-21,159.27999877929688,100.61000061035156,303.8500061035156,104.91999816894531,153.88999938964844,130.5500030517578,202.16000366210938,273.7799987792969,197.5800018310547,221.9499969482422
2023-03-22,157.8300018310547,98.69999694824219,299.7300109863281,103.37000274658203,151.0500030517578,127.18000030517578,199.80999755859375,272.2900085449219,191.14999389648438,220.0399932861328
2023-03-23,158.92999267578125,98.70999908447266,298.3699951171875,105.5999984741211,151.1300048828125,126.83999633789062,204.27999877929688,277.6600036621094,192.22000122070312,222.58999633789062
2023-03-24,160.25,98.12999725341797,298.9200134277344,105.44000244140625,152.64999389648438,124.91000366210938,206.00999450683594,280.57000732421875,190.41000366210938,221.0399932861328
2023-03-27,158.27999877929688,98.04000091552734,302.1400146484375,102.45999908447266,153.3000030517578,128.49000549316406,202.83999633789062,276.3800048828125,191.80999755859375,221.80999755859375
2023-03-28,157.64999389648438,97.23999786376953,302.32000732421875,101.02999877929688,151.82000732421875,128.8800048828125,200.67999267578125,275.2300109863281,189.19000244140625,220.3300018310547
2023-03-29,160.77000427246094,100.25,305.29998779296875,101.38999938964844,153.30999755859375,129.13999938964844,205.35000610351562,280.510009765625,193.8800048828125,223.3000030517578
2023-03-30,162.36000061035156,102.0,305.0799865722656,100.88999938964844,153.42999267578125,128.75,207.83999633789062,284.04998779296875,195.27999877929688,222.36000061035156
2023-03-31,164.89999389648438,103.29000091552734,308.7699890136719,103.7300033569336,155.0,130.30999755859375,211.94000244140625,288.29998779296875,207.4600067138672,225.4600067138672
2023-04-03,166.1699981689453,102.41000366210938,310.30999755859375,104.36000061035156,156.85000610351562,130.16000366210938,213.07000732421875,287.2300109863281,194.77000427246094,229.0
2023-04-04,165.6300048828125,103.94999694824219,309.07000732421875,104.72000122070312,158.49000549316406,128.4199981689453,214.72000122070312,287.17999267578125,192.5800018310547,227.66000366210938
2023-04-05,163.75999450683594,101.0999984741211,310.3900146484375,104.47000122070312,165.61000061035156,127.61000061035156,211.47999572753906,284.3399963378906,185.52000427246094,228.1699981689453
2023-04-06,164.66000366210938,102.05999755859375,312.510009765625,108.41999816894531,165.14999389648438,127.47000122070312,216.10000610351562,291.6000061035156,185.05999755859375,225.99000549316406
2023-04-10,162.02999877929688,102.16999816894531,312.6199951171875,106.44000244140625,164.32000732421875,127.88999938964844,214.75,289.3900146484375,184.50999450683594,226.42999267578125
2023-04-11,160.8000030517578,99.91999816894531,313.70001220703125,105.3499984741211,164.27000427246094,128.52000427246094,213.85000610351562,282.8299865722656,186.7899932861328,228.4499969482422
2023-04-12,160.10000610351562,97.83000183105469,314.54998779296875,104.63999938964844,163.9199981689453,128.5,214.0,283.489990234375,180.5399932861328,227.80999755859375
2023-04-13,165.55999755859375,102.4000015258789,318.04998779296875,107.43000030517578,166.11000061035156,128.99000549316406,220.35000610351562,289.8399963378906,185.89999389648438,232.69000244140625
2023-04-14,165.2100067138672,102.51000213623047,319.739990234375,108.87000274658203,165.83999633789062,138.72999572753906,221.49000549316406,286.1400146484375,185.0,234.02000427246094
2023-04-17,165.22999572753906,102.73999786376953,323.7900085449219,105.97000122070312,165.6699981689453,139.8300018310547,218.86000061035156,288.79998779296875,187.0399932861328,233.47999572753906
2023-04-18,166.47000122070312,102.30000305175781,324.6300048828125,104.5,161.00999450683594,141.39999389648438,217.88999938964844,288.3699951171875,184.30999755859375,233.60000610351562
2023-04-19,167.6300048828125,104.30000305175781,323.0899963378906,104.18000030517578,162.52999877929688,141.22000122070312,215.6999969482422,288.45001220703125,180.58999633789062,232.57000732421875
2023-04-20,166.64999389648438,103.80999755859375,323.82000732421875,105.29000091552734,163.5800018310547,140.80999755859375,213.07000732421875,286.1099853515625,162.99000549316406,234.60000610351562
2023-04-21,165.02000427246094,106.95999908447266,324.3299865722656,105.41000366210938,162.69000244140625,140.5399932861328,212.88999938964844,285.760009765625,165.0800018310547,234.0500030517578
2023-04-24,165.3300018310547,106.20999908447266,326.04998779296875,105.97000122070312,163.67999267578125,140.72999572753906,212.7899932861328,281.7699890136719,162.5500030517578,232.75999450683594
2023-04-25,163.77000427246094,102.56999969482422,324.3399963378906,103.8499984741211,165.17999267578125,137.6699981689453,207.5500030517578,275.4200134277344,160.6699981689453,229.58999633789062
2023-04-26,163.75999450683594,104.9800033569336,320.5299987792969,103.70999908447266,162.6199951171875,135.22999572753906,209.39999389648438,295.3699951171875,153.75,228.14999389648438
2023-04-27,168.41000366210938,109.81999969482422,326.2300109863281,107.58999633789062,163.0,137.0500030517578,238.55999755859375,304.8299865722656,160.19000244140625,229.00999450683594
2023-04-28,169.67999267578125,105.44999694824219,328.54998779296875,107.33999633789062,163.6999969482422,138.24000549316406,240.32000732421875,307.260009765625,164.30999755859375,232.72999572753906
2023-05-01,169.58999633789062,102.05000305175781,330.1700134277344,107.19999694824219,163.60000610351562,141.1999969482422,243.17999267578125,305.55999755859375,161.8300018310547,232.50999450683594
2023-05-02,168.5399932861328,103.62999725341797,325.8599853515625,105.31999969482422,165.02999877929688,138.9199981689453,239.24000549316406,305.4100036621094,160.30999755859375,226.97999572753906
2023-05-03,167.4499969482422,103.6500015258789,323.2200012207031,105.41000366210938,162.8699951171875,135.97999572753906,237.02999877929688,304.3999938964844,160.61000061035156,225.97999572753906
2023-05-04,165.7899932861328,104.0,320.0,104.69000244140625,162.1300048828125,134.1199951171875,233.52000427246094,305.4100036621094,161.1999969482422,225.60000610351562
2023-05-05,173.57000732421875,105.66000366210938,323.8800048828125,105.56999969482422,162.67999267578125,136.74000549316406,232.77999877929688,310.6499938964844,170.05999755859375,231.77999877929688
2023-05-08,173.5,105.83000183105469,326.1400146484375,107.7699966430664,162.30999755859375,137.07000732421875,233.27000427246094,308.6499938964844,171.7899932861328,232.22999572753906
2023-05-09,171.77000427246094,106.62000274658203,324.8699951171875,107.3499984741211,161.0500030517578,136.41000366210938,233.3699951171875,307.0,169.14999389648438,233.25999450683594
2023-05-10,173.55999755859375,110.19000244140625,322.989990234375,111.75,161.64999389648438,136.47999572753906,233.0800018310547,312.30999755859375,168.5399932861328,231.27000427246094
2023-05-11,173.75,112.18000030517578,322.6400146484375,116.56999969482422,160.99000549316406,136.0500030517578,235.7899932861328,310.1099853515625,172.0800018310547,231.00999450683594
2023-05-12,172.57000732421875,110.26000213623047,322.489990234375,117.51000213623047,160.77999877929688,134.10000610351562,233.80999755859375,308.9700012207031,167.97999572753906,231.3800048828125
2023-05-15,172.07000732421875,111.19999694824219,323.5299987792969,116.51000213623047,159.5500030517578,135.22999572753906,238.86000061035156,309.4599914550781,166.35000610351562,232.80999755859375
2023-05-16,172.07000732421875,113.4000015258789,323.75,119.51000213623047,159.33999633789062,134.32000732421875,238.82000732421875,311.739990234375,166.52000427246094,230.47000122070312
2023-05-17,172.69000244140625,115.5,327.3900146484375,120.83999633789062,158.99000549316406,138.4499969482422,242.49000549316406,314.0,173.86000061035156,232.64999389648438
2023-05-18,175.0500030517578,118.1500015258789,329.760009765625,122.83000183105469,158.47999572753906,139.5,246.85000610351562,318.5199890136719,176.88999938964844,233.60000610351562
2023-05-19,175.16000366210938,116.25,330.3900146484375,122.76000213623047,158.91000366210938,139.17999267578125,245.63999938964844,318.3399963378906,180.13999938964844,233.30999755859375
2023-05-22,174.1999969482422,115.01000213623047,329.1300048828125,125.05000305175781,156.8699951171875,138.02999877929688,248.32000732421875,321.17999267578125,188.8699951171875,231.27999877929688
2023-05-23,171.55999755859375,114.98999786376953,323.1099853515625,122.55999755859375,156.80999755859375,136.58999633789062,246.74000549316406,315.260009765625,185.77000427246094,224.5800018310547
2023-05-24,171.83999633789062,116.75,320.20001220703125,120.9000015258789,156.66000366210938,135.33999633789062,249.2100067138672,313.8500061035156,182.89999389648438,222.25
2023-05-25,172.99000549316406,115.0,319.0199890136719,123.4800033569336,154.41000366210938,135.6699981689453,252.69000244140625,325.9200134277344,184.47000122070312,223.3800048828125
2023-05-26,175.42999267578125,120.11000061035156,320.6000061035156,124.61000061035156,154.35000610351562,136.94000244140625,262.0400085449219,332.8900146484375,193.1699981689453,225.00999450683594
2023-05-30,177.3000030517578,121.66000366210938,322.19000244140625,123.66999816894531,154.3699951171875,137.4600067138672,262.5199890136719,331.2099914550781,201.16000366210938,221.63999938964844
2023-05-31,177.25,120.58000183105469,321.0799865722656,122.87000274658203,155.05999755859375,135.7100067138672,264.7200012207031,328.3900146484375,203.92999267578125,221.02999877929688
2023-06-01,180.08999633789062,122.7699966430664,323.1199951171875,123.72000122070312,154.5399932861328,137.5800018310547,272.6099853515625,332.5799865722656,207.52000427246094,226.5
2023-06-02,180.9499969482422,124.25,329.4800109863281,124.66999816894531,156.97000122070312,140.47000122070312,272.6099853515625,335.3999938964844,213.97000122070312,228.7899932861328
2023-06-05,179.5800018310547,125.30000305175781,328.5799865722656,126.01000213623047,158.32000732421875,139.08999633789062,271.3900146484375,335.94000244140625,217.61000061035156,226.77000427246094
2023-06-06,179.2100067138672,126.61000061035156,333.4100036621094,127.30999755859375,158.17999267578125,139.33999633789062,271.1199951171875,333.67999267578125,221.30999755859375,228.22000122070312
2023-06-07,177.82000732421875,121.2300033569336,335.4200134277344,122.5,158.52000427246094,140.69000244140625,263.6000061035156,323.3800048828125,224.57000732421875,225.27000427246094
2023-06-08,180.57000732421875,124.25,335.95001220703125,122.13999938964844,160.25999450683594,140.72999572753906,264.5799865722656,325.260009765625,234.86000061035156,223.0500030517578
2023-06-09,180.9600067138672,123.43000030517578,335.2900085449219,122.2300033569336,160.00999450683594,141.00999450683594,264.95001220703125,326.7900085449219,244.39999389648438,223.55999755859375
2023-06-12,183.7899932861328,126.56999969482422,333.6000061035156,123.63999938964844,159.89999389648438,141.0,271.04998779296875,331.8500061035156,249.8300018310547,226.1699981689453
2023-06-13,183.30999755859375,126.66000366210938,336.3900146484375,123.83000183105469,160.74000549316406,142.02000427246094,271.32000732421875,334.2900085449219,258.7099914550781,223.39999389648438
2023-06-14,183.9499969482422,126.41999816894531,335.8999938964844,123.66999816894531,161.55999755859375,141.49000549316406,273.3500061035156,337.3399963378906,256.7900085449219,223.44000244140625
2023-06-15,186.00999450683594,127.11000061035156,339.82000732421875,125.08999633789062,163.72999572753906,143.08999633789062,281.8299865722656,348.1000061035156,255.89999389648438,226.1699981689453
2023-06-16,184.9199981689453,125.48999786376953,338.30999755859375,123.52999877929688,164.22999572753906,143.25999450683594,281.0,342.3299865722656,260.5400085449219,228.91000366210938
2023-06-20,185.00999450683594,125.77999877929688,338.6700134277344,123.0999984741211,164.1300048828125,142.52999877929688,284.3299865722656,338.04998779296875,274.45001220703125,226.47000122070312
2023-06-21,183.9600067138672,124.83000183105469,338.6099853515625,120.55000305175781,163.8800048828125,142.32000732421875,281.6400146484375,333.55999755859375,259.4599914550781,227.25
2023-06-22,187.0,130.14999389648438,336.9599914550781,123.1500015258789,165.6199951171875,139.5800018310547,284.8800048828125,339.7099914550781,264.6099853515625,228.38999938964844
2023-06-23,186.67999267578125,129.3300018310547,335.25,122.33999633789062,165.47999572753906,138.85000610351562,288.7300109863281,335.0199890136719,256.6000061035156,229.5500030517578
2023-06-26,185.27000427246094,127.33000183105469,334.1199951171875,118.33999633789062,163.6300048828125,139.19000244140625,278.4700012207031,328.6000061035156,241.0500030517578,226.3000030517578
