Price,Adj Close,Close,High,Low,Open,Volume
Ticker,XAUT-USD,XAUT-USD,XAUT-USD,XAUT-USD,XAUT-USD,XAUT-USD
Date,,,,,,
2023-03-07,1822.38134765625,1822.38134765625,1851.9190673828125,1822.071533203125,1849.3812255859375,740175
2023-03-08,1816.8642578125,1816.8642578125,1824.68212890625,1812.5885009765625,1822.416015625,1582283
2023-03-09,1831.1585693359375,1831.1585693359375,1833.8638916015625,1813.8026123046875,1817.0030517578125,8962544
2023-03-10,1858.186767578125,1858.186767578125,1861.7633056640625,1827.2962646484375,1831.2587890625,7066588
2023-03-11,1872.0291748046875,1872.0291748046875,1895.6708984375,1854.2005615234375,1858.169921875,62793935
2023-03-12,1896.4227294921875,1896.4227294921875,1910.8349609375,1869.793212890625,1871.8741455078125,89846841
2023-03-13,1910.38134765625,1910.38134765625,1918.37255859375,1886.5335693359375,1895.982421875,13310554
2023-03-14,1906.068115234375,1906.068115234375,1919.2763671875,1900.1373291015625,1910.3028564453125,9627413
2023-03-15,1918.554931640625,1918.554931640625,1932.3148193359375,1892.2430419921875,1906.45263671875,6764155
2023-03-16,1916.99267578125,1916.99267578125,1928.3760986328125,1909.2850341796875,1918.970703125,6098526
2023-03-17,1981.216552734375,1981.216552734375,1983.6273193359375,1914.917236328125,1917.099853515625,7128113
2023-03-18,1984.20947265625,1984.20947265625,1986.5947265625,1971.400634765625,1981.1517333984375,6964133
2023-03-19,1984.0487060546875,1984.0487060546875,2000.7762451171875,1977.864990234375,1984.5147705078125,7780065
2023-03-20,1973.826416015625,1973.826416015625,2004.7142333984375,1970.042724609375,1983.0467529296875,7552099
2023-03-21,1952.850341796875,1952.850341796875,1982.477783203125,1944.16064453125,1973.6951904296875,8726155
2023-03-22,1969.3291015625,1969.3291015625,1973.2156982421875,1947.224365234375,1952.92041015625,6766838
2023-03-23,1990.0374755859375,1990.0374755859375,1995.06884765625,1967.256103515625,1968.9732666015625,6658541
2023-03-24,1983.340576171875,1983.340576171875,2000.6796875,1975.011474609375,1990.0037841796875,10324733
2023-03-25,1976.8890380859375,1976.8890380859375,1983.74462890625,1976.2392578125,1983.296875,6730173
2023-03-26,1979.526611328125,1979.526611328125,1982.6693115234375,1974.0447998046875,1977.115478515625,6457485
2023-03-27,1962.8651123046875,1962.8651123046875,1980.7213134765625,1950.40576171875,1979.6412353515625,6929885
2023-03-28,1976.2330322265625,1976.2330322265625,1979.2281494140625,1958.9818115234375,1963.0797119140625,6828892
2023-03-29,1965.2332763671875,1965.2332763671875,1976.693603515625,1964.0341796875,1976.202392578125,6890759
2023-03-30,1982.8779296875,1982.8779296875,1984.5108642578125,1960.1356201171875,1965.3922119140625,7367939
2023-03-31,1978.3309326171875,1978.3309326171875,1987.149169921875,1973.60546875,1982.3353271484375,6615897
2023-04-01,1973.375732421875,1973.375732421875,1979.732666015625,1972.2950439453125,1978.711181640625,6628118
2023-04-02,1965.183349609375,1965.183349609375,1973.877685546875,1964.9727783203125,1973.21435546875,6769759
2023-04-03,1983.8524169921875,1983.8524169921875,1986.2186279296875,1959.80908203125,1965.2032470703125,7507290
2023-04-04,2020.18212890625,2020.18212890625,2020.83154296875,1977.60107421875,1983.8936767578125,6795680
2023-04-05,2021.75732421875,2021.75732421875,2031.1463623046875,2017.664794921875,2020.1690673828125,11066624
2023-04-06,2016.93896484375,2016.93896484375,2024.156982421875,2014.258544921875,2021.887939453125,6262705
2023-04-07,2012.335693359375,2012.335693359375,2018.8814697265625,2009.36669921875,2016.9005126953125,6477299
2023-04-08,2011.8038330078125,2011.8038330078125,2013.2509765625,2007.836669921875,2012.1361083984375,6436489
2023-04-09,2005.0457763671875,2005.0457763671875,2014.8719482421875,2001.3541259765625,2011.7340087890625,6992713
2023-04-10,1995.3607177734375,1995.3607177734375,2005.804931640625,1991.9283447265625,2004.9891357421875,7205490
2023-04-11,2005.7427978515625,2005.7427978515625,2009.3189697265625,1992.28515625,1995.38916015625,4167396
2023-04-12,2020.4337158203125,2020.4337158203125,2025.180908203125,2005.869873046875,2005.912841796875,5515922
2023-04-13,2041.5048828125,2041.5048828125,2044.324462890625,2017.2884521484375,2018.1795654296875,7479698
2023-04-14,2008.113525390625,2008.113525390625,2047.0191650390625,2000.4251708984375,2041.5714111328125,5790687
2023-04-15,2006.0548095703125,2006.0548095703125,2010.1773681640625,2005.8944091796875,2007.705322265625,6704561
2023-04-16,2006.900634765625,2006.900634765625,2009.59423828125,2004.19873046875,2006.0208740234375,6907217
